Date,Medicine_Name,Pharmacy_ID,Pharmacy_Name,Location,Address,Stock_Available,Units_Sold,Incoming_Stock,Season,Disease_Trend,Day_of_Week,Supplier_Delay,Demand_Trend,Prescription_Required,Price,Medicine_Type,Criticality_Level,Supplier_Type,Restock_Time,Dosage_Form,Manufacturer,Shortage
2024-08-16,Glimepiride,P002,MedPlus,Dadar,Dadar East,143,65,5,Rainy,Medium,Friday,1,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2024-08-17,Paracetamol,P003,Wellness Forever,Thane,Thane West,94,55,42,Rainy,Medium,Saturday,1,Stable,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2024-08-18,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,97,53,54,Rainy,Medium,Sunday,1,Stable,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2024-08-19,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,168,50,25,Rainy,Medium,Monday,0,Decreasing,No,25,Common,Low,Regional,5,Tablet,GSK,0
2024-08-20,Cetirizine,P002,MedPlus,Dadar,Dadar East,168,43,47,Rainy,Medium,Tuesday,2,Decreasing,No,15,Common,Low,Regional,4,Syrup,Dr. Reddy's,0
2024-08-21,Azithromycin,P003,Wellness Forever,Thane,Thane West,118,54,9,Rainy,Medium,Wednesday,2,Decreasing,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2024-08-22,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,111,61,55,Rainy,Medium,Thursday,1,Stable,Yes,80,Critical,High,National,9,Capsule,Abbott,0
2024-08-23,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,151,58,53,Rainy,Medium,Friday,3,Decreasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2024-08-24,Amlodipine,P002,MedPlus,Dadar,Dadar East,172,51,50,Rainy,Medium,Saturday,0,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2024-08-25,Insulin,P003,Wellness Forever,Thane,Thane West,132,72,34,Rainy,Medium,Sunday,3,Stable,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2024-08-26,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,90,68,55,Rainy,Medium,Monday,2,Stable,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2024-08-27,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,126,46,25,Rainy,Medium,Tuesday,1,Stable,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2024-08-28,Ibuprofen,P002,MedPlus,Dadar,Dadar East,138,40,3,Rainy,Medium,Wednesday,1,Stable,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2024-08-29,Crocin,P003,Wellness Forever,Thane,Thane West,114,49,37,Rainy,Medium,Thursday,3,Decreasing,No,25,Common,Low,Local,2,Tablet,GSK,0
2024-08-30,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,157,64,10,Rainy,Medium,Friday,3,Increasing,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2024-08-31,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,105,56,51,Rainy,Medium,Saturday,2,Increasing,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2024-09-01,Amoxicillin,P002,MedPlus,Dadar,Dadar East,141,13,55,Normal,Low,Sunday,3,Decreasing,Yes,80,Critical,High,National,13,Capsule,Abbott,0
2024-09-02,Metformin,P003,Wellness Forever,Thane,Thane West,143,18,11,Normal,Low,Monday,3,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2024-09-03,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,140,27,32,Normal,Low,Tuesday,0,Decreasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2024-09-04,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,115,59,25,Normal,Low,Wednesday,3,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2024-09-05,Glimepiride,P002,MedPlus,Dadar,Dadar East,158,85,41,Normal,Low,Thursday,1,Stable,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2024-09-06,Paracetamol,P003,Wellness Forever,Thane,Thane West,160,11,5,Normal,Low,Friday,0,Decreasing,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2024-09-07,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,125,24,5,Normal,Low,Saturday,2,Decreasing,No,30,Common,Low,Local,5,Tablet,Cipla,0
2024-09-08,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,130,18,50,Normal,Low,Sunday,2,Stable,No,25,Common,Low,Regional,4,Tablet,GSK,0
2024-09-09,Cetirizine,P002,MedPlus,Dadar,Dadar East,176,26,8,Normal,Low,Monday,0,Stable,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2024-09-10,Azithromycin,P003,Wellness Forever,Thane,Thane West,121,20,9,Normal,Low,Tuesday,2,Increasing,Yes,90,Rare,High,Imported,10,Capsule,Pfizer,0
2024-09-11,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,174,22,9,Normal,Low,Wednesday,3,Decreasing,Yes,80,Critical,High,National,13,Capsule,Abbott,0
2024-09-12,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,116,17,35,Normal,Low,Thursday,0,Increasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2024-09-13,Amlodipine,P002,MedPlus,Dadar,Dadar East,171,18,32,Normal,Low,Friday,1,Stable,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2024-09-14,Insulin,P003,Wellness Forever,Thane,Thane West,86,83,47,Normal,Low,Saturday,3,Decreasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2024-09-15,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,102,86,22,Normal,Low,Sunday,1,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2024-09-16,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,142,12,49,Normal,Low,Monday,3,Increasing,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2024-09-17,Ibuprofen,P002,MedPlus,Dadar,Dadar East,167,24,33,Normal,Low,Tuesday,0,Decreasing,No,30,Common,Low,Regional,2,Tablet,Cipla,0
2024-09-18,Crocin,P003,Wellness Forever,Thane,Thane West,172,30,16,Normal,Low,Wednesday,2,Stable,No,25,Common,Low,Regional,5,Tablet,GSK,0
2024-09-19,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,159,21,30,Normal,Low,Thursday,0,Increasing,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2024-09-20,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,147,17,48,Normal,Low,Friday,1,Decreasing,Yes,90,Rare,High,Imported,13,Capsule,Pfizer,0
2024-09-21,Amoxicillin,P002,MedPlus,Dadar,Dadar East,124,18,15,Normal,Low,Saturday,1,Stable,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2024-09-22,Metformin,P003,Wellness Forever,Thane,Thane West,138,24,60,Normal,Low,Sunday,3,Decreasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2024-09-23,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,155,28,23,Normal,Low,Monday,1,Decreasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2024-09-24,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,143,88,27,Normal,Low,Tuesday,2,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2024-09-25,Glimepiride,P002,MedPlus,Dadar,Dadar East,116,81,34,Normal,Low,Wednesday,2,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2024-09-26,Paracetamol,P003,Wellness Forever,Thane,Thane West,177,13,17,Normal,Low,Thursday,3,Decreasing,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2024-09-27,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,114,15,2,Normal,Low,Friday,0,Stable,No,30,Common,Low,Local,4,Tablet,Cipla,0
2024-09-28,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,125,14,16,Normal,Low,Saturday,0,Increasing,No,25,Common,Low,Local,3,Tablet,GSK,0
2024-09-29,Cetirizine,P002,MedPlus,Dadar,Dadar East,118,25,16,Normal,Low,Sunday,0,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2024-09-30,Azithromycin,P003,Wellness Forever,Thane,Thane West,152,17,16,Normal,Low,Monday,2,Decreasing,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2024-10-01,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,191,10,56,Normal,Low,Tuesday,2,Stable,Yes,80,Critical,High,National,13,Capsule,Abbott,0
2024-10-02,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,178,25,44,Normal,Low,Wednesday,2,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2024-10-03,Amlodipine,P002,MedPlus,Dadar,Dadar East,119,23,28,Normal,Low,Thursday,0,Increasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2024-10-04,Insulin,P003,Wellness Forever,Thane,Thane West,93,83,27,Normal,Low,Friday,0,Increasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2024-10-05,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,125,67,27,Normal,Low,Saturday,1,Decreasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2024-10-06,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,118,15,12,Normal,Low,Sunday,3,Stable,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2024-10-07,Ibuprofen,P002,MedPlus,Dadar,Dadar East,110,21,59,Normal,Low,Monday,3,Decreasing,No,30,Common,Low,Regional,2,Tablet,Cipla,0
2024-10-08,Crocin,P003,Wellness Forever,Thane,Thane West,142,28,34,Normal,Low,Tuesday,1,Increasing,No,25,Common,Low,Local,3,Tablet,GSK,0
2024-10-09,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,186,13,32,Normal,Low,Wednesday,0,Decreasing,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2024-10-10,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,166,16,59,Normal,Low,Thursday,1,Increasing,Yes,90,Rare,High,Imported,9,Capsule,Pfizer,0
2024-10-11,Amoxicillin,P002,MedPlus,Dadar,Dadar East,151,10,51,Normal,Low,Friday,0,Stable,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2024-10-12,Metformin,P003,Wellness Forever,Thane,Thane West,139,20,59,Normal,Low,Saturday,1,Increasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2024-10-13,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,113,19,43,Normal,Low,Sunday,3,Stable,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2024-10-14,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,124,82,24,Normal,Low,Monday,2,Decreasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2024-10-15,Glimepiride,P002,MedPlus,Dadar,Dadar East,150,63,18,Normal,Low,Tuesday,0,Decreasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2024-10-16,Paracetamol,P003,Wellness Forever,Thane,Thane West,161,16,52,Normal,Low,Wednesday,0,Increasing,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2024-10-17,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,177,18,51,Normal,Low,Thursday,3,Stable,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2024-10-18,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,128,12,23,Normal,Low,Friday,1,Stable,No,25,Common,Low,Regional,5,Tablet,GSK,0
2024-10-19,Cetirizine,P002,MedPlus,Dadar,Dadar East,148,22,32,Normal,Low,Saturday,3,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2024-10-20,Azithromycin,P003,Wellness Forever,Thane,Thane West,185,17,59,Normal,Low,Sunday,1,Decreasing,Yes,90,Rare,High,Imported,9,Capsule,Pfizer,0
2024-10-21,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,136,11,29,Normal,Low,Monday,1,Stable,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2024-10-22,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,128,10,57,Normal,Low,Tuesday,2,Decreasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2024-10-23,Amlodipine,P002,MedPlus,Dadar,Dadar East,146,14,58,Normal,Low,Wednesday,2,Decreasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2024-10-24,Insulin,P003,Wellness Forever,Thane,Thane West,149,69,50,Normal,Low,Thursday,1,Decreasing,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2024-10-25,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,88,65,57,Normal,Low,Friday,2,Stable,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2024-10-26,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,135,21,15,Normal,Low,Saturday,3,Decreasing,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2024-10-27,Ibuprofen,P002,MedPlus,Dadar,Dadar East,184,29,15,Normal,Low,Sunday,2,Increasing,No,30,Common,Low,Local,2,Tablet,Cipla,0
2024-10-28,Crocin,P003,Wellness Forever,Thane,Thane West,170,13,4,Normal,Low,Monday,0,Decreasing,No,25,Common,Low,Regional,3,Tablet,GSK,0
2024-10-29,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,184,17,4,Normal,Low,Tuesday,1,Decreasing,No,15,Common,Low,Regional,5,Syrup,Dr. Reddy's,0
2024-10-30,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,170,15,27,Normal,Low,Wednesday,0,Increasing,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2024-10-31,Amoxicillin,P002,MedPlus,Dadar,Dadar East,160,12,4,Normal,Low,Thursday,0,Decreasing,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2024-11-01,Metformin,P003,Wellness Forever,Thane,Thane West,149,29,37,Normal,Low,Friday,0,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2024-11-02,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,160,30,2,Normal,Low,Saturday,2,Stable,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2024-11-03,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,126,56,27,Normal,Low,Sunday,3,Decreasing,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2024-11-04,Glimepiride,P002,MedPlus,Dadar,Dadar East,103,77,32,Normal,Low,Monday,1,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2024-11-05,Paracetamol,P003,Wellness Forever,Thane,Thane West,167,20,0,Normal,Low,Tuesday,2,Increasing,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2024-11-06,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,168,21,32,Normal,Low,Wednesday,2,Increasing,No,30,Common,Low,Local,4,Tablet,Cipla,0
2024-11-07,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,153,25,60,Normal,Low,Thursday,2,Increasing,No,25,Common,Low,Regional,3,Tablet,GSK,0
2024-11-08,Cetirizine,P002,MedPlus,Dadar,Dadar East,192,13,32,Normal,Low,Friday,3,Increasing,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2024-11-09,Azithromycin,P003,Wellness Forever,Thane,Thane West,119,20,13,Normal,Low,Saturday,3,Stable,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2024-11-10,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,164,13,23,Normal,Low,Sunday,3,Increasing,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2024-11-11,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,138,16,18,Normal,Low,Monday,2,Increasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2024-11-12,Amlodipine,P002,MedPlus,Dadar,Dadar East,119,25,31,Normal,Low,Tuesday,3,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2024-11-13,Insulin,P003,Wellness Forever,Thane,Thane West,98,54,9,Normal,Low,Wednesday,3,Increasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2024-11-14,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,139,90,40,Normal,Low,Thursday,2,Increasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2024-11-15,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,174,25,2,Normal,Low,Friday,3,Stable,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2024-11-16,Ibuprofen,P002,MedPlus,Dadar,Dadar East,164,26,35,Normal,Low,Saturday,0,Stable,No,30,Common,Low,Local,4,Tablet,Cipla,0
2024-11-17,Crocin,P003,Wellness Forever,Thane,Thane West,130,19,5,Normal,Low,Sunday,1,Decreasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2024-11-18,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,163,21,19,Normal,Low,Monday,0,Increasing,No,15,Common,Low,Regional,2,Syrup,Dr. Reddy's,0
2024-11-19,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,194,10,45,Normal,Low,Tuesday,3,Increasing,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2024-11-20,Amoxicillin,P002,MedPlus,Dadar,Dadar East,124,10,9,Normal,Low,Wednesday,2,Decreasing,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2024-11-21,Metformin,P003,Wellness Forever,Thane,Thane West,128,18,57,Normal,Low,Thursday,3,Increasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2024-11-22,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,137,14,1,Normal,Low,Friday,2,Increasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2024-11-23,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,85,77,46,Normal,Low,Saturday,0,Decreasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2024-11-24,Glimepiride,P002,MedPlus,Dadar,Dadar East,104,76,29,Normal,Low,Sunday,0,Increasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2024-11-25,Paracetamol,P003,Wellness Forever,Thane,Thane West,156,28,60,Normal,Low,Monday,3,Stable,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2024-11-26,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,142,11,14,Normal,Low,Tuesday,2,Increasing,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2024-11-27,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,146,20,53,Normal,Low,Wednesday,0,Increasing,No,25,Common,Low,Regional,5,Tablet,GSK,0
2024-11-28,Cetirizine,P002,MedPlus,Dadar,Dadar East,127,26,23,Normal,Low,Thursday,1,Stable,No,15,Common,Low,Regional,5,Syrup,Dr. Reddy's,0
2024-11-29,Azithromycin,P003,Wellness Forever,Thane,Thane West,188,10,8,Normal,Low,Friday,2,Stable,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2024-11-30,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,183,10,57,Normal,Low,Saturday,0,Stable,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2024-12-01,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,191,12,19,Normal,Low,Sunday,2,Decreasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2024-12-02,Amlodipine,P002,MedPlus,Dadar,Dadar East,168,17,11,Normal,Low,Monday,3,Decreasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2024-12-03,Insulin,P003,Wellness Forever,Thane,Thane West,150,73,18,Normal,Low,Tuesday,2,Stable,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2024-12-04,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,127,95,41,Normal,Low,Wednesday,0,Increasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2024-12-05,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,192,11,30,Normal,Low,Thursday,1,Stable,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2024-12-06,Ibuprofen,P002,MedPlus,Dadar,Dadar East,158,12,57,Normal,Low,Friday,2,Decreasing,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2024-12-07,Crocin,P003,Wellness Forever,Thane,Thane West,127,29,21,Normal,Low,Saturday,3,Increasing,No,25,Common,Low,Local,2,Tablet,GSK,0
2024-12-08,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,180,26,49,Normal,Low,Sunday,0,Decreasing,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2024-12-09,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,164,17,56,Normal,Low,Monday,0,Increasing,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2024-12-10,Amoxicillin,P002,MedPlus,Dadar,Dadar East,144,10,52,Normal,Low,Tuesday,0,Increasing,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2024-12-11,Metformin,P003,Wellness Forever,Thane,Thane West,131,13,43,Normal,Low,Wednesday,0,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2024-12-12,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,125,16,18,Normal,Low,Thursday,3,Stable,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2024-12-13,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,135,67,20,Normal,Low,Friday,1,Decreasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2024-12-14,Glimepiride,P002,MedPlus,Dadar,Dadar East,159,80,35,Normal,Low,Saturday,2,Decreasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2024-12-15,Paracetamol,P003,Wellness Forever,Thane,Thane West,124,23,51,Normal,Low,Sunday,2,Stable,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2024-12-16,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,136,16,28,Normal,Low,Monday,3,Stable,No,30,Common,Low,Local,5,Tablet,Cipla,0
2024-12-17,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,179,12,56,Normal,Low,Tuesday,3,Stable,No,25,Common,Low,Regional,2,Tablet,GSK,0
2024-12-18,Cetirizine,P002,MedPlus,Dadar,Dadar East,192,17,58,Normal,Low,Wednesday,1,Decreasing,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2024-12-19,Azithromycin,P003,Wellness Forever,Thane,Thane West,143,19,44,Normal,Low,Thursday,1,Stable,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2024-12-20,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,122,10,32,Normal,Low,Friday,3,Increasing,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2024-12-21,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,191,14,51,Normal,Low,Saturday,3,Increasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2024-12-22,Amlodipine,P002,MedPlus,Dadar,Dadar East,122,23,28,Normal,Low,Sunday,2,Stable,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2024-12-23,Insulin,P003,Wellness Forever,Thane,Thane West,103,74,11,Normal,Low,Monday,3,Stable,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2024-12-24,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,136,95,16,Normal,Low,Tuesday,1,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2024-12-25,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,193,13,10,Normal,Low,Wednesday,1,Increasing,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2024-12-26,Ibuprofen,P002,MedPlus,Dadar,Dadar East,142,13,25,Normal,Low,Thursday,2,Stable,No,30,Common,Low,Local,2,Tablet,Cipla,0
2024-12-27,Crocin,P003,Wellness Forever,Thane,Thane West,188,18,58,Normal,Low,Friday,0,Stable,No,25,Common,Low,Regional,5,Tablet,GSK,0
2024-12-28,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,147,17,56,Normal,Low,Saturday,3,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2024-12-29,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,164,10,40,Normal,Low,Sunday,3,Decreasing,Yes,90,Rare,High,Imported,8,Capsule,Pfizer,0
2024-12-30,Amoxicillin,P002,MedPlus,Dadar,Dadar East,178,15,1,Normal,Low,Monday,1,Stable,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2024-12-31,Metformin,P003,Wellness Forever,Thane,Thane West,143,14,59,Normal,Low,Tuesday,0,Stable,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2025-01-01,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,130,87,29,Flu,High,Wednesday,1,Stable,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2025-01-02,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,130,93,8,Flu,High,Thursday,0,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2025-01-03,Glimepiride,P002,MedPlus,Dadar,Dadar East,132,73,38,Flu,High,Friday,1,Increasing,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2025-01-04,Paracetamol,P003,Wellness Forever,Thane,Thane West,162,65,45,Flu,Medium,Saturday,2,Decreasing,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2025-01-05,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,137,65,25,Flu,Medium,Sunday,2,Increasing,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2025-01-06,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,102,45,41,Flu,Medium,Monday,0,Decreasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2025-01-07,Cetirizine,P002,MedPlus,Dadar,Dadar East,87,87,7,Flu,High,Tuesday,1,Decreasing,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2025-01-08,Azithromycin,P003,Wellness Forever,Thane,Thane West,111,76,46,Flu,High,Wednesday,3,Stable,Yes,90,Rare,High,Imported,9,Capsule,Pfizer,0
2025-01-09,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,148,74,57,Flu,High,Thursday,2,Decreasing,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2025-01-10,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,89,69,50,Flu,Medium,Friday,3,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2025-01-11,Amlodipine,P002,MedPlus,Dadar,Dadar East,154,63,13,Flu,Medium,Saturday,2,Stable,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2025-01-12,Insulin,P003,Wellness Forever,Thane,Thane West,132,57,60,Flu,Medium,Sunday,3,Decreasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
